Year,Year_Rank,Song,Artist,Genre,Cover,Points,Peak,Weeks
1968,94,Say It Loud - I'm Black And I'm Proud (Part 1),James Brown,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,846,10,11
1968,95,Mighty Quinn (Quinn The Eskimo),Manfred Mann,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,841,10,11
1968,96,Think,Aretha Franklin,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,824,7,10
1968,97,For Once In My Life,Stevie Wonder,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,824,2,12
1968,98,Sealed With A Kiss,Gary Lewis And The Playboys,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,823,19,14
1968,99,Piece Of My Heart,Big Brother And The Holding Company,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,823,12,12
1968,100,Suzie Q. (Part One),Creedence Clearwater Revival,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,819,11,12
1969,1,"Sugar, Sugar",The Archies,Pop,https://cdn-images.dzcdn.net/images/cover/d11538609d4ed201d2528461c000fefb/250x250-000000-80-0-0.jpg,1797,1,22
1969,2,These Eyes,Jr. Walker & The All Stars,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1650,6,24
1969,3,Proud Mary,"The Checkmates, Ltd. Featuring Sonny Charles",Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1584,2,25
1969,4,Aquarius/Let The Sunshine In,The 5th Dimension,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1505,1,17
1969,5,I Can't Get Next To You,The Temptations,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1435,1,17
1969,6,Honky Tonk Women,The Rolling Stones,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1331,1,15
1969,7,I'll Never Fall In Love Again,Dionne Warwick,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1303,6,19
1969,8,Everyday People,Sly & The Family Stone,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1286,1,14
1969,9,Dizzy,Tommy Roe,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1253,1,15
1969,10,Hot Fun In The Summertime,Sly & The Family Stone,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1252,2,16
1969,11,Build Me Up Buttercup,The Foundations,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1238,3,15
1969,12,Crimson And Clover,Tommy James And The Shondells,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1236,1,13
1969,13,Going In Circles,The Friends Of Distinction,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1236,15,20
1969,14,One,Three Dog Night,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1235,5,16
1969,15,Crystal Blue Persuasion,Tommy James And The Shondells,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1230,2,15
1969,16,Hair,The Cowsills,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1216,2,15
1969,17,Suspicious Minds,Elvis Presley,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1210,1,15
1969,18,Wedding Bell Blues,The 5th Dimension,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1197,1,14
1969,19,Too Busy Thinking About My Baby,Marvin Gaye,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1196,4,15
1969,20,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1191,1,14
1969,21,Get Together,The Youngbloods,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1187,5,17
1969,22,Grazing In The Grass,The Friends Of Distinction,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1169,3,16
1969,23,What Does It Take (To Win Your Love),Jr. Walker & The All Stars,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1159,4,16
1969,24,It's Your Thing,The Isley Brothers,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1148,2,14
1969,25,Sweet Caroline (Good Times Never Seemed So Good),Neil Diamond,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1148,4,14
1969,26,Jean,Oliver,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1144,2,14
1969,27,Bad Moon Rising,Creedence Clearwater Revival,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1140,2,14
1969,28,Get Back,The Beatles With Billy Preston,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1130,1,12
1969,29,In The Year 2525,Zager & Evans,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1121,1,13
1969,30,Spinning Wheel,"Blood, Sweat & Tears",Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1109,2,13
1969,31,"Baby, I Love You",Andy Kim,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1105,9,16
1969,32,Hurt So Bad,The Lettermen,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1096,12,21
1969,33,Green River,Creedence Clearwater Revival,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1094,2,13
1969,34,My Cherie Amour,Stevie Wonder,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1080,4,14
1969,35,Easy To Be Hard,Three Dog Night,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1079,4,13
1969,36,Baby It's You,Smith,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1077,5,15
1969,37,"Baby, Baby Don't Cry",Smokey Robinson & The Miracles,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1075,8,14
1969,38,A Boy Named Sue,Johnny Cash,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1075,2,12
1969,39,Good Morning Starshine,Oliver,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1068,3,15
1969,40,Touch Me,The Doors,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1067,3,12
1969,41,Only The Strong Survive,Jerry Butler,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1054,4,13
1969,42,In The Ghetto,Elvis Presley,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1053,3,13
1969,43,Time Of The Season,The Zombies,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1049,3,13
1969,44,Love (Can Make You Happy),Mercy,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1042,2,13
1969,45,Little Woman,Bobby Sherman,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1042,3,13
1969,46,Come Together/Something,The Beatles,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1032,1,11
1969,47,You've Made Me So Very Happy,"Blood, Sweat & Tears",Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1031,2,13
1969,48,Smile A Little Smile For Me,The Flying Machine,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1028,5,13
1969,49,Put A Little Love In Your Heart,Jackie DeShannon,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1020,4,14
1969,50,Do Your Thing,The Watts 103rd Street Rhythm Band,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1019,11,17
1969,51,I'd Wait A Million Years,The Grass Roots,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1012,15,15
1969,52,More Today Than Yesterday,Spiral Starecase,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,996,12,15
1969,53,Indian Giver,1910 Fruitgum Co.,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,992,5,13
1969,54,I've Gotta Be Me,Sammy Davis Jr.,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,987,11,13
1969,55,Lay Lady Lay,Bob Dylan,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,981,7,14
1969,56,Atlantis,Donovan,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,980,7,13
1969,57,Traces,Classics IV Featuring Dennis Yost,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,979,2,12
1969,58,It's Getting Better,Mama Cass,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,977,30,19
1969,59,This Magic Moment,Jay & The Americans,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,974,6,13
1969,60,"Run Away Child, Running Wild",The Temptations,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,972,6,12
1969,61,Galveston,Roger Williams,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,962,4,14
1969,62,"Baby, I'm For Real",The Originals,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,962,14,14
1969,63,And When I Die,"Blood, Sweat & Tears",Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,958,2,11
1969,64,Gitarzan,Ray Stevens,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,940,8,13
1969,65,"Abraham, Martin And John",Smokey Robinson & The Miracles,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,935,16,16
1969,66,Can I Change My Mind,Tyrone Davis,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,935,5,11
1969,67,This Girl's In Love With You,Dionne Warwick,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,932,7,12
1969,68,Time Is Tight,Booker T. & The MG's,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,932,6,13
1969,69,Take A Letter Maria,R.B. Greaves,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,930,2,11
1969,70,Color Him Father,The Winstons,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,926,7,13
1969,71,Black Pearl,"Sonny Charles And The Checkmates, Ltd.",Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,925,13,13
1969,72,Mother Popcorn (You Got To Have A Mother For Me) Part 1,James Brown,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,922,11,12
1969,73,Twenty-Five Miles,Edwin Starr,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,916,6,14
1969,74,Things I'd Like To Say,New Colony Six,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,905,16,15
1969,75,That's The Way Love Is,Marvin Gaye,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,886,7,12
1969,76,Everybody's Talkin',Nilsson,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,885,6,12
1969,77,Worst That Could Happen,Brooklyn Bridge,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,884,3,10
1969,78,The Chokin' Kind,Joe Simon,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,883,13,12
1969,79,Na Na Hey Hey Kiss Him Goodbye,Steam,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,883,1,11
1969,80,Hawaii Five-O,The Ventures,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,862,4,14
1969,81,Backfield In Motion,Mel And Tim,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,862,10,11
1969,82,I'm Gonna Make You Mine,Lou Christie,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,859,10,12
1969,83,Tracy,The Cuff Links,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,856,9,12
1969,84,Polk Salad Annie,Tony Joe White,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,855,8,12
1969,85,"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,852,6,13
1969,86,Games People Play,Joe South,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,851,12,12
1969,87,You Showed Me,The Turtles,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,849,6,12
1969,88,"Oh, What A Night",The Dells,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,847,10,11
1969,89,This Girl Is A Woman Now,Gary Puckett And The Union Gap,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,844,9,11
1969,90,I Heard It Through The Grapevine,Marvin Gaye,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/a2094551d4f7c96332664c9b520501e1/250x250-000000-80-0-0.jpg,842,1,9
1969,91,Your Good Thing (Is About To End),Lou Rawls,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,838,18,14
1969,92,Ramblin' Gamblin' Man,Bob Seger System,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,835,17,12
1969,93,The Boxer,Simon & Garfunkel,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,832,7,10
1969,94,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,830,2,9
1969,95,Cherry Hill Park,Billy Joe Royal,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,830,15,13
1969,96,Happy Heart,Andy Williams,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,826,22,16
1969,97,"Yester-Me, Yester-You, Yesterday",Stevie Wonder,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,824,7,11
1969,98,Gimme Gimme Good Lovin',Crazy Elephant,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,817,12,13
1969,99,Hang 'Em High,Booker T. & The MG's,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,813,9,10
1969,100,When I Die,Motherlode,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,810,18,13
1970,1,Get Ready,Rare Earth,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/02df652c3955217f48e70816d2cc0f71/250x250-000000-80-0-0.jpg,1489,4,20
1970,2,Band Of Gold,Freda Payne,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/a2818193d6ca04e40269de587daa343c/250x250-000000-80-0-0.jpg,1483,3,20
1970,3,(They Long To Be) Close To You,Carpenters,Rock,https://cdn-images.dzcdn.net/images/cover/b9a111b687d82473b88c9c3dacfe13d1/250x250-000000-80-0-0.jpg,1465,1,17
1970,4,Hitchin' A Ride,Vanity Fare,Pop,https://cdn-images.dzcdn.net/images/cover/d0449e599a403d354472848117187639/250x250-000000-80-0-0.jpg,1403,5,22
1970,5,I'll Be There,Jackson 5,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/6097a6304e58084181a2419595d88945/250x250-000000-80-0-0.jpg,1398,1,15
1970,6,I Want To Take You Higher,Ike & Tina Turner & The Ikettes,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1368,34,27
1970,7,We've Only Just Begun,Carpenters,Rock,https://cdn-images.dzcdn.net/images/cover/b9a111b687d82473b88c9c3dacfe13d1/250x250-000000-80-0-0.jpg,1334,2,16
1970,8,Candida,Dawn,Pop,https://cdn-images.dzcdn.net/images/cover/7bc8bddfe9cbf88072573de71792b00d/250x250-000000-80-0-0.jpg,1314,3,18
1970,9,American Woman/No Sugar Tonight,The Guess Who,Country,https://cdn-images.dzcdn.net/images/cover/ba80f988960535355fab669f3ffed5b3/250x250-000000-80-0-0.jpg,1307,1,15
1970,10,Make It With You,Bread,Country,https://cdn-images.dzcdn.net/images/cover/05849e7461a584ea845918a8c90313ea/250x250-000000-80-0-0.jpg,1307,1,17
1970,11,Spill The Wine,Eric Burdon And War,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/fe217d57fe70cda86d6fd3f191fc27f0/250x250-000000-80-0-0.jpg,1303,3,21
1970,12,Fire And Rain,James Taylor,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ed/c3/5a/edc35aac-57d0-44aa-4969-8bb4c13aed52/603497849154.jpg/100x100bb.jpg,1292,3,18
1970,13,War,Edwin Starr,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/15eb21d118f867203ecfb6728c40f8bc/250x250-000000-80-0-0.jpg,1291,1,15
1970,14,Bridge Over Troubled Water,Simon & Garfunkel,Pop,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a3/84/0a/a3840a6d-44e8-0afe-fc3e-316c517dddfe/5099749521421.jpg/100x100bb.jpg,1288,1,14
1970,15,Let It Be,The Beatles,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ae/98/4c/ae984c7a-cd06-a7cd-e8bf-32cb15ba698d/00602567705475.rgb.jpg/100x100bb.jpg,1287,1,14
1970,16,Spirit In The Sky,Dorothy Morrison,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/91/78/c8/9178c88b-ff65-6e4b-f8af-a5ab0c938b53/14UMDIM02986.rgb.jpg/100x100bb.jpg,1277,3,17
1970,17,Mama Told Me (Not To Come),Three Dog Night,Country,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/23/ca/f8/23caf855-46d1-46a6-e233-4698e69757d3/00076731104720.rgb.jpg/100x100bb.jpg,1260,1,15
1970,18,Cracklin' Rosie,Neil Diamond,Rock,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/e4/23/be/e423befb-30a8-ea45-786c-4af35377f95c/06UMGIM01102.rgb.jpg/100x100bb.jpg,1260,1,15
1970,19,Green-Eyed Lady,Sugarloaf,Country,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/44/28/dd/4428dd2c-3ec6-557f-ea13-a74b7d45630b/05099994122350.jpg/100x100bb.jpg,1258,3,17
1970,20,Lay Down (Candles In The Rain),Melanie with The Edwin Hawkins Singers,Pop,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/a9/b9/5d/a9b95deb-379f-fc6a-a18b-b1d5e58eb2dc/886448151111.jpg/100x100bb.jpg,1257,6,17
